WER,MER,WIL,Filename,Elapsed_Time,Hypothesis,Reference
0.05952380952380952,0.05952380952380952,0.08274544385655502,Harvard list 01.wav,3.89125394821167, Harvard list number one The birch canoe slid on the smooth planks  Glue the sheet to the dark blue background It's easy to tell the depth of a well  These days a chicken leg is a rare dish Rice is often served in round bowls  The juice of lemons makes fine punch The box was thrown beside the parked truck  The hogs were fed chopped corn and garbage  Four hours of steady work  Large size in stockings is hard to sell,Harvard list number 1 The birch canoe slid on the smooth planks Glue the sheet to the dark blue background It's easy to tell the depth of a well These days a chicken leg is a rare dish Rice is often served in round bowls The juice of lemons makes fine punch The box was thrown beside the parked truck The hogs were fed chopped corn and garbage Four hours of steady work faced us A large size in stockings is hard to sell
0.3493975903614458,0.27102803738317754,0.2883378172885718,Harvard list 02.wav,3.8331515789031982, The boy was there when the sun rose A rod is used to catch pink salmon  The source of the huge river is the clear spring  Stick the ball straight and follow through Help the woman get back to her feet  A pot of tea helps to pass the evening Smoky fires lack flame and heat  The soft cushion broke the man's fall The salt breeze came across from the sea  The salt breeze came across from the sea  The salt breeze came across from the sea The salt breeze came across from the sea  The girl at the booth sold fifty bonds,Harvard list number 2 The boy was there when the sun rose A rod is used to catch pink salmon The source of the huge river is the clear spring Kick the ball straight and follow through Help the woman get back to her feet A pot of tea helps to pass the evening Smoky fires lack flame and heat The soft cushion broke the man's fall The salt breeze came across from the sea The girl at the booth sold fifty bonds
0.16470588235294117,0.14432989690721648,0.164463311097635,Harvard list 03.wav,3.754922866821289," Harvard list number three  The small pup gnawed a hole in the sock  The fish twisted and turned on the bent hook  Press the pants and sew a button on the vest  The swan dive was far short of perfect  The beauty of the view stunned the young boy  Two blue fish swam in the tank  Her purse was full of useless trash  The colt reared and threw the tall rider  It snowed, rained and hailed the same morning  Read verse out loud for pleasure  Read verse out loud for pleasure  Read verse out loud for pleasure","Harvard list number 3 The small pup gnawed a hole in the sock The fish twisted and turned on the bent hook Press the pants and sew a button on the vest The swan dive was far short of perfect The beauty of the view stunned the young boy Two blue fish swam in the tank Her purse was full of useless trash The colt reared and threw the tall rider It snowed, rained, and hailed the same morning Read verse out loud for pleasure"
0.22077922077922077,0.20481927710843373,0.3184165232358004,Harvard list 04.wav,3.804094076156616, Harvard list number four. Hoist the load to your left shoulder. Take the winding path  to reach the lake. Note closely the size of the gas tank. Wipe the grease off his dirty  face. Mend the coat before you go out. The wrist was badly strained and hung limp. The  stray cat gave birth to kittens. The young girl gave no clear response. The meal was  cooked before the bell rang. What joy is there in living?  What joy is there in living?,Harvard list number 4 Hoist the load to your left shoulder Take the winding path to reach the lake Note closely the size of the gas tank Wipe the grease off his dirty face Mend the coat before you go out The wrist was badly strained and hung limp The stray cat gave birth to kittens The young girl gave no clear response The meal was cooked before the bell rang What joy there is in living
0.1625,0.14444444444444443,0.17652777777777784,Harvard list 05.wav,3.7696337699890137, Harvard list number five  A king ruled the state in the early days  The ship was torn apart on the sharp reef  Sickness kept him home the third week  The wide road shimmered in the hot sun  The lazy cow lay in the cool grass  Lift the square stone over the fence  The rope will bind the seven books at once  Hop over the fence and plunge in  The friendly gang left the drugstore  Mesh wire keeps chicks inside  The friendly gang left the drugstore  Mesh wire keeps chicks inside,Harvard list number 5 A king ruled the state in the early days The ship was torn apart on the sharp reef Sickness kept him home the third week The wide road shimmered in the hot sun The lazy cow lay in the cool grass Lift the square stone over the fence The rope will bind the seven books at once Hop over the fence and plunge in The friendly gang left the drug store Mesh wire keeps chicks inside
0.3037974683544304,0.24,0.2614755146400717,Harvard list 06.wav,3.807979106903076, Harvard list number six  The frosty air passed through the coat  The crooked maze failed to fool the mouse  Adding fast leads to wrong sums  The show was a flop from the very start  A saw is a tool used for making boards  The wagon moved on well-oiled wheels  March the soldiers past the next hill  A cup of sugar makes sweet fudge  Place a rosebush near the porch steps  Both lost their lives in the raging storm  The sun was shining in the dark  The sun was shining in the dark  The sun was shining in the dark,Harvard list number 6 The frosty air passed through the coat The crooked maze failed to fool the mouse Adding fast leads to wrong sums The show was a flop from the very start A saw is a tool used for making boards The wagon moved on well oiled wheels March the soldiers past the next hill A cup of sugar makes sweet fudge Place a rosebush near the porch steps Both lost their lives in the raging storm
0.14444444444444443,0.14444444444444443,0.20629183400267748,Harvard list 07.wav,3.869570255279541, We talked at the slideshow in the circus  Use a pencil to write the first draft  He ran halfway to the hardware store  The clock struck to mark the third period  A small creek cut across the field  Cars and buses stalled in snowdrifts  The set of china hit the floor with a crash  This is a grand season for hikes on the road  The dune rose from the edge of the water  Those words were the cue for the actors  to leave,Harvard list number 7 We talked of the side show in the circus Use a pencil to write the first draft He ran half way to the hardware store The clock struck to mark the third period A small creek cut across the field Cars and busses stalled in snow drifts The set of china hit the floor with a crash This is a grand season for hikes on the road The dune rose from the edge of the water Those words were the cue for the actor to leave
0.24705882352941178,0.20588235294117646,0.2123649459783914,Harvard list 08.wav,3.7944986820220947, A yacht slid around the point into the bay  The two met while playing on the sand  The ink stain dried on the finished page  The walled town was seized without a fight  The lease ran out in sixteen weeks  A tame squirrel makes a nice pet  The horn of the car woke the sleeping cop  The heart beat strongly and with firm strokes  The pearl was worn in a thin silver ring  The fruit peel was cut in thick slices  The heart beat strongly and with firm strokes  The pearl was worn in a thin silver ring,Harvard list number 8 A yacht slid around the point into the bay The two met while playing on the sand The ink stain dried on the finished page The walled town was seized without a fight The lease ran out in sixteen weeks A tame squirrel makes a nice pet The horn of the car woke the sleeping cop The heart beat strongly and with firm strokes The pearl was worn in a thin silver ring The fruit peel was cut in thick slices
0.8243243243243243,0.4552238805970149,0.4625857200484066,Harvard list 09.wav,3.830249547958374," Harvard list number nine  The Navy attacked the big task force  See the cat glaring at the scared mouse  There are more than two factors here  The hat brim was wide and too droopy  The lawyer tried to lose his case  The grass curled around the fence post  Cut the pie into large parts  Men strive but seldom get rich  Always close the barn door tight  He lay prone and hardly moved a limb  The cat was a little scared  He made an incantation  But it was not enough  That night it would be a dream  Those apart, the demons  Oh, apart, the demons  Oh, apart, the demons  So much difference  How do we become more correctly?  Always the same  God of Memory  You are the only thing  We can do  To this day",Harvard list number 9 The Navy attacked the big task force See the cat glaring at the scared mouse There are more than two factors here The hat brim was wide and too droopy The lawyer tried to lose his case The grass curled around the fence post Cut the pie into large parts Men strive but seldom get rich Always close the barn door tight He lay prone and hardly moved a limb
0.16049382716049382,0.14285714285714285,0.17460317460317465,Harvard list 10.wav,3.87457537651062, Harvard list number 10  The slush lay deep along the street  A wisp of cloud hung in the blue air  A pound of sugar costs more than eggs  The fin was sharp and cut the clear water  The play seems dull and quite stupid  Bail the boat to stop it from sinking  The term ended in late June that year  A tusk is used to make costly gifts  Ten pins were set in order  The bill as paid every third week  The bill as paid every third week  To be continued,Harvard list number 10 The slush lay deep along the street A wisp of cloud hung in the blue air A pound of sugar costs more than eggs The fin was sharp and cut the clear water The play seems dull and quite stupid Bail the boat to stop it from sinking The term ended in late june that year A Tusk is used to make costly gifts Ten pins were set in order The bill was paid every third week
0.03896103896103896,0.038461538461538464,0.06343656343656345,Harvard list 11.wav,3.874793529510498, Harvard list number 11  Oak is strong and also gives shade  Cats and dogs each hate the other  The pipe began to rust while new  Open the crate but don't break the glass  Add the sum to the product of these three  Thieves who rob friends deserve jail  The ripe taste of cheese improves with age  Act on these orders with great speed  The hog crawled under the high fence  Move the vat over the hotbed  To fire,Harvard list number 11 Oak is strong and also gives shade Cats and Dogs each hate the other The pipe began to rust while new Open the crate but don't break the glass Add the sum to the product of these three Thieves who rob friends deserve jail The ripe taste of cheese improves with age Act on these orders with great speed The hog crawled under the high fence Move the vat over the hot fire
0.27710843373493976,0.22330097087378642,0.2440349633829435,Harvard list 12.wav,3.8758151531219482," Harvard list number 12  The bark of the pine tree was shiny and dark  Leaves turned brown and yellow in the fall  The pennant waved when the wind blew  Split the log with a quick, sharp blow  Burn peat after the logs give out  He ordered peach pie with ice cream  Weave the carpet on the right-hand side  Hemp is a weed found in parts of the tropics  A lame back kept his score low  We find joy in the simplest things  Hemp is a weed found in parts of the tropics  Hemp is a weed found in parts of the tropics","Harvard list number 12 The bark of the pine tree was shiny and dark Leaves turn brown and yellow in the fall The pennant waved when the wind blew Split the log with a quick, sharp blow Burn peat after the logs give out He ordered peach pie with ice cream Weave the carpet on the right hand side Hemp is a weed found in parts of the tropics A lame back kept his score low We find joy in the simplest things"
0.3373493975903614,0.25688073394495414,0.27478722228362995,Harvard list 13.wav,3.89996600151062," Harvard list number 13  Type out three lists of orders  The harder he tried, the less he got done  The boss ran the show with a watchful eye  The cup cracked and spilled its contents  Paste can cleanse the most dirty brass  The slang word for raw whisky is booze  It caught its hind paw in a rusty trap  The wharf could be seen at the farther shore  Feel the heat of the weak dying flame  The tiny girl took off her hat  The wharf could be seen at the farther shore  Feel the heat of the weak dying flame  The wharf could be seen at the farther shore",Harvard list number 13 Type out three lists of orders The harder he tried the less he got done The boss ran the show with a watchful eye The cup cracked and spilled its contents Paste can cleanse the most dirty brass The slang word for raw whiskey is booze It caught its hind paw in a rusty trap The wharf could be seen at the farther shore Feel the heat of the weak dying flame The tiny girl took off her hat
