WER,MER,WIL,Model,Filename,Elapsed_Time,Hypothesis,Reference
0.19047619047619047,0.19047619047619047,0.3367756741250717,Wav2Vec2,Harvard list 01.wav,4.533667802810669,harvard list number one the birch canoe slid on the smooth planks glue the sheet to the dark blue background it's easy to tell the depth of a well these days a chicken leg is a rare dish rice is often served in round bowls the juice of lemons makes fine punch the box was thrown beside the parked truck the hoxs were fed chopped corn and garbage four hours of steady work face does large size an stockings is hard to sell,Harvard list number 1 The birch canoe slid on the smooth planks Glue the sheet to the dark blue background It's easy to tell the depth of a well These days a chicken leg is a rare dish Rice is often served in round bowls The juice of lemons makes fine punch The box was thrown beside the parked truck The hogs were fed chopped corn and garbage Four hours of steady work faced us A large size in stockings is hard to sell
0.1927710843373494,0.1927710843373494,0.3404349103732002,Wav2Vec2,Harvard list 02.wav,3.201021909713745,harvard list too the boy was there when the sun rose a rod is used to catch pink salmon the sauce of the huge river is the clear spring kick the ball straight and follow through help the woman get back to her feet a pout of tea helps to pass the evening smoky fires lack flame and heat the soft cushion broke the man's fall the salt breeze came across from the sea the girl at the boof sold fifty bonds,Harvard list number 2 The boy was there when the sun rose A rod is used to catch pink salmon The source of the huge river is the clear spring Kick the ball straight and follow through Help the woman get back to her feet A pot of tea helps to pass the evening Smoky fires lack flame and heat The soft cushion broke the man's fall The salt breeze came across from the sea The girl at the booth sold fifty bonds
0.18823529411764706,0.18823529411764706,0.3331932773109244,Wav2Vec2,Harvard list 03.wav,3.1972157955169678,harvard list number three the small pup gnawed a hole in the sock the fish twisted and turned on the bent hook press the pants and sew a button on the vest the swandive was far short of perfect the beauty of the view stunned the young boy two blue fish swam in the tank her purse was full of useless trash the colt reared and threw the tall rider it snowed reined and hailed the same morning reed verse out loud for pleasure,"Harvard list number 3 The small pup gnawed a hole in the sock The fish twisted and turned on the bent hook Press the pants and sew a button on the vest The swan dive was far short of perfect The beauty of the view stunned the young boy Two blue fish swam in the tank Her purse was full of useless trash The colt reared and threw the tall rider It snowed, rained, and hailed the same morning Read verse out loud for pleasure"
0.18181818181818182,0.1794871794871795,0.30915837409343894,Wav2Vec2,Harvard list 04.wav,2.9846067428588867,harvard list number four hoist the load to your left shoulder take the winding path to reach the lake note closely the size of the gas tank wipe the grease off his dirty face mend the coat before you go out the wrist was badly strained and hung limp the stray cat gave birth to kittens the young girl gave no clear response the meal was cooked before the bell rang what joy is there in living,Harvard list number 4 Hoist the load to your left shoulder Take the winding path to reach the lake Note closely the size of the gas tank Wipe the grease off his dirty face Mend the coat before you go out The wrist was badly strained and hung limp The stray cat gave birth to kittens The young girl gave no clear response The meal was cooked before the bell rang What joy there is in living
0.1625,0.1625,0.2897151898734177,Wav2Vec2,Harvard list 05.wav,3.039757490158081,harvard list number five a king ruled the state in the early days the ship was torn apart on the sharp reef sickness kept him home the third week the wide road shimmered in the hot sun the lazy cow lay in the cool grass lift the square stone over the fence the rope will bind the seven books at once hop over the fence and plunge in the friendly gang left the drug store meschwire keeps chicks inside,Harvard list number 5 A king ruled the state in the early days The ship was torn apart on the sharp reef Sickness kept him home the third week The wide road shimmered in the hot sun The lazy cow lay in the cool grass Lift the square stone over the fence The rope will bind the seven books at once Hop over the fence and plunge in The friendly gang left the drug store Mesh wire keeps chicks inside
0.26582278481012656,0.2625,0.44223682102227213,Wav2Vec2,Harvard list 06.wav,3.36283802986145,harvardlist number six the frosty air passed through the coach the crooked mace fell to full the mouse adding fast leads to wrong sums the show was a flop from the very start he sow is a tall used for making boards the wagon moved on well oiled wheels march the soldiers past the next hill a cup of sugar makes sweet fudge place a rose bush near the porch steps both lost their lives in the raging storm,Harvard list number 6 The frosty air passed through the coat The crooked maze failed to fool the mouse Adding fast leads to wrong sums The show was a flop from the very start A saw is a tool used for making boards The wagon moved on well oiled wheels March the soldiers past the next hill A cup of sugar makes sweet fudge Place a rosebush near the porch steps Both lost their lives in the raging storm
0.2111111111111111,0.2111111111111111,0.370661672908864,Wav2Vec2,Harvard list 07.wav,3.0231270790100098,harford list number seven we talked of the slide show in the circus use a pencil to write the first draught he ran halfway to the hardware store the clock struck to mark the fird period a small creek cut across the fields cars and busses stalled in snow drifts the set of china hit the floor with a crash this is a grand season for hikes on the road the june rose from the edge of the water those words were the cue for the actor to leave,Harvard list number 7 We talked of the side show in the circus Use a pencil to write the first draft He ran half way to the hardware store The clock struck to mark the third period A small creek cut across the field Cars and busses stalled in snow drifts The set of china hit the floor with a crash This is a grand season for hikes on the road The dune rose from the edge of the water Those words were the cue for the actor to leave
0.15294117647058825,0.15294117647058825,0.2824913494809689,Wav2Vec2,Harvard list 08.wav,3.217453956604004,harford list number eight a yacht slid around the point into the bay the two met while playing on the sand the ink stained dried on the finished page the walled town was seized without a fight the lease ran out in sixteen weeks a tame squirrel makes a nice pet the horn of the car woke the sleeping cop the heart beat strongly and with firm strokes the pearl was worn in a thin silver ring the fruit peel was cut in thick slices,Harvard list number 8 A yacht slid around the point into the bay The two met while playing on the sand The ink stain dried on the finished page The walled town was seized without a fight The lease ran out in sixteen weeks A tame squirrel makes a nice pet The horn of the car woke the sleeping cop The heart beat strongly and with firm strokes The pearl was worn in a thin silver ring The fruit peel was cut in thick slices
0.22972972972972974,0.22972972972972974,0.40668371073776477,Wav2Vec2,Harvard list 09.wav,3.2837772369384766,harvard list numbe nine the navy attacked the big task fore see the cat glaring at the scared mousce there are more than two factors here the hat brim was wide and too droopy the lawyer tried to lose his case the grass curled around the fence post cut the pie into large parts men strive but seldom get rich always closed the barn door tight he lay prone and hardly moved a limb,Harvard list number 9 The Navy attacked the big task force See the cat glaring at the scared mouse There are more than two factors here The hat brim was wide and too droopy The lawyer tried to lose his case The grass curled around the fence post Cut the pie into large parts Men strive but seldom get rich Always close the barn door tight He lay prone and hardly moved a limb
0.18518518518518517,0.18518518518518517,0.3360768175582991,Wav2Vec2,Harvard list 10.wav,3.2316033840179443,harvard list number ten the slush lay deep along the street a wisp of cloud hung in the blue air a pound of sugar costs more than eggs the fin was sharp and cut the clear water the place seems dull and quite stupid bale the boat to stop it from sinking the term ended in late june that year a tusk is used to make costly gifts ten pins were set in order the bill as paid every third week,Harvard list number 10 The slush lay deep along the street A wisp of cloud hung in the blue air A pound of sugar costs more than eggs The fin was sharp and cut the clear water The play seems dull and quite stupid Bail the boat to stop it from sinking The term ended in late june that year A Tusk is used to make costly gifts Ten pins were set in order The bill was paid every third week
