WER,MER,WIL,Filename,Elapsed_Time,Hypothesis,Reference
0.15476190476190477,0.15476190476190477,0.27696500286861736,Harvard list 01.wav,14.081889152526855, Harvard list number one. The birch canoe slid on the smooth planks. Glue the sheet to the dark blue background. It's easy to tell the depth of a well. These days a chicken leg is a rare dish. Rice is often served in round bowls. The juice of lemons makes fine punch. The box was thrown beside the parked truck. The hogs were fed chopped corn and garbage. Four hours of steady work faced us. Large size in stockings is hard to sell.,Harvard list number 1 The birch canoe slid on the smooth planks Glue the sheet to the dark blue background It's easy to tell the depth of a well These days a chicken leg is a rare dish Rice is often served in round bowls The juice of lemons makes fine punch The box was thrown beside the parked truck The hogs were fed chopped corn and garbage Four hours of steady work faced us A large size in stockings is hard to sell
0.1566265060240964,0.1566265060240964,0.28004701733764326,Harvard list 02.wav,11.241409063339233, Harvard list 2. The boy was there when the sun rose. A rod is used to catch pink salmon. The source of the huge river is the clear spring. Kick the ball straight and follow through. Help the woman get back to her feet. A pot of tea helps to pass the evening. Smoky fires lack flame and heat. The soft cushion broke the man's fall. The salt breeze came across from the sea. The girl at the booth sold 50 bonds.,Harvard list number 2 The boy was there when the sun rose A rod is used to catch pink salmon The source of the huge river is the clear spring Kick the ball straight and follow through Help the woman get back to her feet A pot of tea helps to pass the evening Smoky fires lack flame and heat The soft cushion broke the man's fall The salt breeze came across from the sea The girl at the booth sold fifty bonds
0.16470588235294117,0.16091954022988506,0.2793779580797837,Harvard list 03.wav,12.575640201568604," Harvard list number three. The small pup gnawed a hole in the sock. The fish twisted and turned on the bent hook. Press the pants and sew a button on the vest. The swan dive was far short of perfect. The beauty of the view stunned the young boy. Two blue fish swam in the tank. Her purse was full of useless trash. The colt reared and threw the tall rider. It snowed, rained and hailed the same morning. Read verse out loud for pleasure. Thank you.","Harvard list number 3 The small pup gnawed a hole in the sock The fish twisted and turned on the bent hook Press the pants and sew a button on the vest The swan dive was far short of perfect The beauty of the view stunned the young boy Two blue fish swam in the tank Her purse was full of useless trash The colt reared and threw the tall rider It snowed, rained, and hailed the same morning Read verse out loud for pleasure"
0.11688311688311688,0.11392405063291139,0.18414918414918413,Harvard list 04.wav,11.162064790725708, Harvard list number 4 Hoist the load to your left shoulder Take the winding path to reach the lake Note closely the size of the gas tank Wipe the grease off his dirty face face. Mend the coat before you go out. The wrist was badly strained and hung limp. The stray cat gave birth to kittens. The young girl gave no clear response. The meal was cooked before the bell rang. What joy is there in living!,Harvard list number 4 Hoist the load to your left shoulder Take the winding path to reach the lake Note closely the size of the gas tank Wipe the grease off his dirty face Mend the coat before you go out The wrist was badly strained and hung limp The stray cat gave birth to kittens The young girl gave no clear response The meal was cooked before the bell rang What joy there is in living
0.15,0.15,0.2683544303797468,Harvard list 05.wav,11.712734699249268, Harvard list number five. A king ruled the state in the early days. The ship was torn apart on the sharp reef. Sickness kept him home the third week. The wide road shimmered in the hot sun. The lazy cow lay in the cool grass. Lift the square stone over the fence. The rope will bind the seven books at once. Hop over the fence and plunge in. The friendly gang left the drugstore. Mesh wire keeps chicks inside.,Harvard list number 5 A king ruled the state in the early days The ship was torn apart on the sharp reef Sickness kept him home the third week The wide road shimmered in the hot sun The lazy cow lay in the cool grass Lift the square stone over the fence The rope will bind the seven books at once Hop over the fence and plunge in The friendly gang left the drug store Mesh wire keeps chicks inside
0.20253164556962025,0.20253164556962025,0.3558909444985394,Harvard list 06.wav,11.426308631896973, Harvard list number six. The frosty air passed through the coat. The crooked maze failed to fool the mouse. Adding fast leads to wrong sums. The show was a flop from the very start. A saw is a tool used for making boards. The wagon moved on well-oiled wheels. March the soldiers past the next hill. A cup of sugar makes sweet fudge. a rose bush near the porch steps. Both lost their lives in the raging storm.,Harvard list number 6 The frosty air passed through the coat The crooked maze failed to fool the mouse Adding fast leads to wrong sums The show was a flop from the very start A saw is a tool used for making boards The wagon moved on well oiled wheels March the soldiers past the next hill A cup of sugar makes sweet fudge Place a rosebush near the porch steps Both lost their lives in the raging storm
0.18888888888888888,0.18888888888888888,0.31941251596424014,Harvard list 07.wav,11.734099864959717, Harvard list number seven. We talked of the slideshow in the circus. Use a pencil to write the first draft. He ran halfway to the hardware store. The clock struck to mark the third period. A small creek cut across the field. Cars and buses stalled in snowdrifts. The set of china hit the floor with a crash. This is a grand season for hikes on the road. The dune rose from the edge of the water. Those words were the cue for the actor to leave.,Harvard list number 7 We talked of the side show in the circus Use a pencil to write the first draft He ran half way to the hardware store The clock struck to mark the third period A small creek cut across the field Cars and busses stalled in snow drifts The set of china hit the floor with a crash This is a grand season for hikes on the road The dune rose from the edge of the water Those words were the cue for the actor to leave
0.09411764705882353,0.09195402298850575,0.15605138607167002,Harvard list 08.wav,11.356460094451904, Harvard list number eight. A yacht slid around the point into the bay. The two met while playing on the sand. The ink stain dried on the finished page. The walled town was seized without a fight. The lease ran out in 16 weeks A tame squirrel makes a nice pet The horn of the car woke the sleeping cop The heart beat strongly and with firm strokes The pearl was worn in a thin silver ring The fruit peel was cut in thick slices Thank you.,Harvard list number 8 A yacht slid around the point into the bay The two met while playing on the sand The ink stain dried on the finished page The walled town was seized without a fight The lease ran out in sixteen weeks A tame squirrel makes a nice pet The horn of the car woke the sleeping cop The heart beat strongly and with firm strokes The pearl was worn in a thin silver ring The fruit peel was cut in thick slices
0.02702702702702703,0.02631578947368421,0.02631578947368418,Harvard list 09.wav,11.119863510131836, Harvard list number 9 The Navy attacked the big task force See the cat glaring at the scared mouse There are more than two factors here The hat brim was wide and too droopy The lawyer tried to lose his case The grass curled around the fence post Cut the pie into large parts Men strive but seldom get rich Always close the barn door tight He lay prone and hardly moved a limb Thank you.,Harvard list number 9 The Navy attacked the big task force See the cat glaring at the scared mouse There are more than two factors here The hat brim was wide and too droopy The lawyer tried to lose his case The grass curled around the fence post Cut the pie into large parts Men strive but seldom get rich Always close the barn door tight He lay prone and hardly moved a limb
0.06172839506172839,0.06097560975609756,0.107347184582957,Harvard list 10.wav,11.004408121109009, Harvard list number 10 The slush lay deep along the street A wisp of cloud hung in the blue air A pound of sugar costs more than eggs The fin was sharp and cut the clear water The place seems dull and quite stupid Bail the boat to stop it from sinking The term ended in late June that year A tusk is used to make costly gifts Ten pins were set in order The bill as paid every third week .,Harvard list number 10 The slush lay deep along the street A wisp of cloud hung in the blue air A pound of sugar costs more than eggs The fin was sharp and cut the clear water The play seems dull and quite stupid Bail the boat to stop it from sinking The term ended in late june that year A Tusk is used to make costly gifts Ten pins were set in order The bill was paid every third week
